peak_I,test_strategy,train_strategy,augmentation
425.0,MCMC,UNIFORM_RANDOM,1
330.0,MCMC,UNIFORM_RANDOM,1
285.0,MCMC,UNIFORM_RANDOM,1
700.6988,MCMC,UNIFORM_RANDOM,1
1404.5188,MCMC,UNIFORM_RANDOM,1
663.0,MCMC,UNIFORM_RANDOM,1
14795.286,MCMC,UNIFORM_RANDOM,1
363.0,MCMC,UNIFORM_RANDOM,1
2127.9966,MCMC,UNIFORM_RANDOM,1
1107.516,MCMC,UNIFORM_RANDOM,1
898.0,MCMC,UNIFORM_RANDOM,1
251.0,MCMC,UNIFORM_RANDOM,1
181.0,MCMC,UNIFORM_RANDOM,1
356.72348,MCMC,UNIFORM_RANDOM,1
1211.499,MCMC,UNIFORM_RANDOM,1
947.0,MCMC,UNIFORM_RANDOM,1
3651.2188,MCMC,UNIFORM_RANDOM,1
160.0,MCMC,UNIFORM_RANDOM,1
795.0,MCMC,UNIFORM_RANDOM,1
3977.1072,MCMC,UNIFORM_RANDOM,1
499.0,MCMC,UNIFORM_RANDOM,1
517.0,MCMC,UNIFORM_RANDOM,1
450.0,MCMC,UNIFORM_RANDOM,1
963.0,MCMC,UNIFORM_RANDOM,1
917.0,MCMC,UNIFORM_RANDOM,1
193.0,MCMC,UNIFORM_RANDOM,1
864.19464,MCMC,UNIFORM_RANDOM,1
686.1174,MCMC,UNIFORM_RANDOM,1
363.0,MCMC,UNIFORM_RANDOM,1
734.0,MCMC,UNIFORM_RANDOM,1
6103.5254,MCMC,UNIFORM_RANDOM,1
849.0,MCMC,UNIFORM_RANDOM,1
5354.0825,MCMC,UNIFORM_RANDOM,1
64.0,MCMC,UNIFORM_RANDOM,1
168.0,MCMC,UNIFORM_RANDOM,1
1409.0282,MCMC,UNIFORM_RANDOM,1
83.0,MCMC,UNIFORM_RANDOM,1
3072.191,MCMC,UNIFORM_RANDOM,1
867.0,MCMC,UNIFORM_RANDOM,1
2497.227,MCMC,UNIFORM_RANDOM,1
442.0,MCMC,UNIFORM_RANDOM,1
48.0,MCMC,UNIFORM_RANDOM,1
108.0,MCMC,UNIFORM_RANDOM,1
1314.4993,MCMC,UNIFORM_RANDOM,1
864.0,MCMC,UNIFORM_RANDOM,1
2812.5203,MCMC,UNIFORM_RANDOM,1
1314.7902,MCMC,UNIFORM_RANDOM,1
158.0,MCMC,UNIFORM_RANDOM,1
662.6314,MCMC,UNIFORM_RANDOM,1
416.0,MCMC,UNIFORM_RANDOM,1
376.0,MCMC,UNIFORM_RANDOM,1
858.0,MCMC,UNIFORM_RANDOM,1
6663.922,MCMC,UNIFORM_RANDOM,1
533.0,MCMC,UNIFORM_RANDOM,1
834.0,MCMC,UNIFORM_RANDOM,1
2291.6018,MCMC,UNIFORM_RANDOM,1
686.0,MCMC,UNIFORM_RANDOM,1
17.0,MCMC,UNIFORM_RANDOM,1
244.0,MCMC,UNIFORM_RANDOM,1
788.0,MCMC,UNIFORM_RANDOM,1
4387.659,MCMC,UNIFORM_RANDOM,1
1150.35,MCMC,UNIFORM_RANDOM,1
802.0,MCMC,UNIFORM_RANDOM,1
40.0,MCMC,UNIFORM_RANDOM,1
720.6704,MCMC,UNIFORM_RANDOM,1
498.0,MCMC,UNIFORM_RANDOM,1
485.0,MCMC,UNIFORM_RANDOM,1
720.0,MCMC,UNIFORM_RANDOM,1
396.0,MCMC,UNIFORM_RANDOM,1
893.0,MCMC,UNIFORM_RANDOM,1
959.0,MCMC,UNIFORM_RANDOM,1
125.0,MCMC,UNIFORM_RANDOM,1
181.0,MCMC,UNIFORM_RANDOM,1
316.0,MCMC,UNIFORM_RANDOM,1
519.0,MCMC,UNIFORM_RANDOM,1
654.0,MCMC,UNIFORM_RANDOM,1
993.0,MCMC,UNIFORM_RANDOM,1
903.04596,MCMC,UNIFORM_RANDOM,1
4849.727,MCMC,UNIFORM_RANDOM,1
910.0,MCMC,UNIFORM_RANDOM,1
304.0,MCMC,UNIFORM_RANDOM,1
769.0,MCMC,UNIFORM_RANDOM,1
519.0,MCMC,UNIFORM_RANDOM,1
4666.682,MCMC,UNIFORM_RANDOM,1
501.0,MCMC,UNIFORM_RANDOM,1
872.0,MCMC,UNIFORM_RANDOM,1
653.038,MCMC,UNIFORM_RANDOM,1
8057.8774,MCMC,UNIFORM_RANDOM,1
500.0,MCMC,UNIFORM_RANDOM,1
1808.1842,MCMC,UNIFORM_RANDOM,1
1655.4675,MCMC,UNIFORM_RANDOM,1
208.0,MCMC,UNIFORM_RANDOM,1
2729.6782,MCMC,UNIFORM_RANDOM,1
381.83438,MCMC,UNIFORM_RANDOM,1
990.9327,MCMC,UNIFORM_RANDOM,1
332.0,MCMC,UNIFORM_RANDOM,1
283.0,MCMC,UNIFORM_RANDOM,1
890.0,MCMC,UNIFORM_RANDOM,1
286.0,MCMC,UNIFORM_RANDOM,1
120.0,MCMC,UNIFORM_RANDOM,1
202.0,MCMC,UNIFORM_RANDOM,1
1376.8354,MCMC,UNIFORM_RANDOM,1
785.0,MCMC,UNIFORM_RANDOM,1
783.0,MCMC,UNIFORM_RANDOM,1
753.0,MCMC,UNIFORM_RANDOM,1
131.92955,MCMC,UNIFORM_RANDOM,1
786.0,MCMC,UNIFORM_RANDOM,1
869.0,MCMC,UNIFORM_RANDOM,1
940.8464,MCMC,UNIFORM_RANDOM,1
5747.3774,MCMC,UNIFORM_RANDOM,1
3890.3513,MCMC,UNIFORM_RANDOM,1
836.0,MCMC,UNIFORM_RANDOM,1
52.0,MCMC,UNIFORM_RANDOM,1
986.0,MCMC,UNIFORM_RANDOM,1
395.0,MCMC,UNIFORM_RANDOM,1
543.0,MCMC,UNIFORM_RANDOM,1
958.0,MCMC,UNIFORM_RANDOM,1
1007.76215,MCMC,UNIFORM_RANDOM,1
7397.396,MCMC,UNIFORM_RANDOM,1
47.0,MCMC,UNIFORM_RANDOM,1
474.0,MCMC,UNIFORM_RANDOM,1
470.0,MCMC,UNIFORM_RANDOM,1
616.0,MCMC,UNIFORM_RANDOM,1
815.0,MCMC,UNIFORM_RANDOM,1
263.0,MCMC,UNIFORM_RANDOM,1
988.93665,MCMC,UNIFORM_RANDOM,1
696.32794,MCMC,UNIFORM_RANDOM,1
663.0,MCMC,UNIFORM_RANDOM,1
54.0,MCMC,UNIFORM_RANDOM,1
713.0,MCMC,UNIFORM_RANDOM,1
1532.1687,MCMC,UNIFORM_RANDOM,1
438.0,MCMC,UNIFORM_RANDOM,1
581.018,MCMC,UNIFORM_RANDOM,1
232.0,MCMC,UNIFORM_RANDOM,1
824.4466,MCMC,UNIFORM_RANDOM,1
1139.5669,MCMC,UNIFORM_RANDOM,1
391.0,MCMC,UNIFORM_RANDOM,1
1144.5393,MCMC,UNIFORM_RANDOM,1
978.1316,MCMC,UNIFORM_RANDOM,1
86.88754,MCMC,UNIFORM_RANDOM,1
444.0,MCMC,UNIFORM_RANDOM,1
940.0,MCMC,UNIFORM_RANDOM,1
970.42914,MCMC,UNIFORM_RANDOM,1
589.0,MCMC,UNIFORM_RANDOM,1
616.0,MCMC,UNIFORM_RANDOM,1
651.0,MCMC,UNIFORM_RANDOM,1
143.3214,MCMC,UNIFORM_RANDOM,1
15.0,MCMC,UNIFORM_RANDOM,1
7255.303,MCMC,UNIFORM_RANDOM,1
358.0,MCMC,UNIFORM_RANDOM,1
134.0,MCMC,UNIFORM_RANDOM,1
485.0,MCMC,UNIFORM_RANDOM,1
151.0,MCMC,UNIFORM_RANDOM,1
899.7775,MCMC,UNIFORM_RANDOM,1
2460.4526,MCMC,UNIFORM_RANDOM,1
777.0,MCMC,UNIFORM_RANDOM,1
43.0,MCMC,UNIFORM_RANDOM,1
244.0,MCMC,UNIFORM_RANDOM,1
497.0,MCMC,UNIFORM_RANDOM,1
857.0,MCMC,UNIFORM_RANDOM,1
386.0,MCMC,UNIFORM_RANDOM,1
65.0,MCMC,UNIFORM_RANDOM,1
383.0,MCMC,UNIFORM_RANDOM,1
401.0,MCMC,UNIFORM_RANDOM,1
419.0,MCMC,UNIFORM_RANDOM,1
2663.466,MCMC,UNIFORM_RANDOM,1
633.0,MCMC,UNIFORM_RANDOM,1
90.0,MCMC,UNIFORM_RANDOM,1
774.0,MCMC,UNIFORM_RANDOM,1
9342.222,MCMC,UNIFORM_RANDOM,1
12036.873,MCMC,UNIFORM_RANDOM,1
822.0,MCMC,UNIFORM_RANDOM,1
472.0,MCMC,UNIFORM_RANDOM,1
899.0,MCMC,UNIFORM_RANDOM,1
272.62473,MCMC,UNIFORM_RANDOM,1
3727.9639,MCMC,UNIFORM_RANDOM,1
850.0,MCMC,UNIFORM_RANDOM,1
855.4767,MCMC,UNIFORM_RANDOM,1
700.0,MCMC,UNIFORM_RANDOM,1
231.0,MCMC,UNIFORM_RANDOM,1
424.0,MCMC,UNIFORM_RANDOM,1
403.0,MCMC,UNIFORM_RANDOM,1
134.0,MCMC,UNIFORM_RANDOM,1
122.0,MCMC,UNIFORM_RANDOM,1
170.0,MCMC,UNIFORM_RANDOM,1
997.0,MCMC,UNIFORM_RANDOM,1
852.0,MCMC,UNIFORM_RANDOM,1
810.0,MCMC,UNIFORM_RANDOM,1
982.0,MCMC,UNIFORM_RANDOM,1
1559.9697,MCMC,UNIFORM_RANDOM,1
890.0,MCMC,UNIFORM_RANDOM,1
2077.1013,MCMC,UNIFORM_RANDOM,1
354.0,MCMC,UNIFORM_RANDOM,1
647.0,MCMC,UNIFORM_RANDOM,1
421.0,MCMC,UNIFORM_RANDOM,1
114.0,MCMC,UNIFORM_RANDOM,1
345.13794,MCMC,UNIFORM_RANDOM,1
658.0,MCMC,UNIFORM_RANDOM,1
401.5873,MCMC,UNIFORM_RANDOM,1
738.93335,MCMC,UNIFORM_RANDOM,1
796.0,MCMC,UNIFORM_RANDOM,1
177.0,MCMC,UNIFORM_RANDOM,1
524.0,MCMC,UNIFORM_RANDOM,1
290.0,MCMC,UNIFORM_RANDOM,1
71.0,MCMC,UNIFORM_RANDOM,1
224.0,MCMC,UNIFORM_RANDOM,1
402.58774,MCMC,UNIFORM_RANDOM,1
1378.6205,MCMC,UNIFORM_RANDOM,1
698.0,MCMC,UNIFORM_RANDOM,1
981.4866,MCMC,UNIFORM_RANDOM,1
28.0,MCMC,UNIFORM_RANDOM,1
159.0,MCMC,UNIFORM_RANDOM,1
245.0,MCMC,UNIFORM_RANDOM,1
732.0,MCMC,UNIFORM_RANDOM,1
148.0,MCMC,UNIFORM_RANDOM,1
1090.8492,MCMC,UNIFORM_RANDOM,1
921.0,MCMC,UNIFORM_RANDOM,1
5641.6562,MCMC,UNIFORM_RANDOM,1
745.5953,MCMC,UNIFORM_RANDOM,1
1441.2048,MCMC,UNIFORM_RANDOM,1
395.0,MCMC,UNIFORM_RANDOM,1
872.39795,MCMC,UNIFORM_RANDOM,1
9680.212,MCMC,UNIFORM_RANDOM,1
350.0,MCMC,UNIFORM_RANDOM,1
340.0,MCMC,UNIFORM_RANDOM,1
