peak_I,test_strategy,train_strategy,augmentation
2829.2983,LHS,MCMC,1
403.0,LHS,MCMC,1
51.222786,LHS,MCMC,1
3366.7524,LHS,MCMC,1
95.0,LHS,MCMC,1
1728.2897,LHS,MCMC,1
8708.657,LHS,MCMC,1
198.0,LHS,MCMC,1
29371.695,LHS,MCMC,1
789.0,LHS,MCMC,1
1574.9573,LHS,MCMC,1
426.0,LHS,MCMC,1
4364.534,LHS,MCMC,1
877.11816,LHS,MCMC,1
298.0,LHS,MCMC,1
403.0,LHS,MCMC,1
719.0,LHS,MCMC,1
872.83093,LHS,MCMC,1
226.0,LHS,MCMC,1
704.0,LHS,MCMC,1
148.0,LHS,MCMC,1
401.0,LHS,MCMC,1
752.0,LHS,MCMC,1
148.0,LHS,MCMC,1
429.0,LHS,MCMC,1
840.0,LHS,MCMC,1
6107.919,LHS,MCMC,1
13541.034,LHS,MCMC,1
707.0,LHS,MCMC,1
458.0,LHS,MCMC,1
6289.935,LHS,MCMC,1
580.0,LHS,MCMC,1
31522.457,LHS,MCMC,1
3821.712,LHS,MCMC,1
4598.974,LHS,MCMC,1
895.0,LHS,MCMC,1
158.0,LHS,MCMC,1
991.0,LHS,MCMC,1
