peak_I,test_strategy,train_strategy,augmentation
581.018,MCMC,MCMC,1
232.0,MCMC,MCMC,1
824.4466,MCMC,MCMC,1
1139.5669,MCMC,MCMC,1
391.0,MCMC,MCMC,1
1144.5393,MCMC,MCMC,1
978.1316,MCMC,MCMC,1
86.88754,MCMC,MCMC,1
444.0,MCMC,MCMC,1
940.0,MCMC,MCMC,1
970.42914,MCMC,MCMC,1
589.0,MCMC,MCMC,1
616.0,MCMC,MCMC,1
651.0,MCMC,MCMC,1
143.3214,MCMC,MCMC,1
15.0,MCMC,MCMC,1
7255.303,MCMC,MCMC,1
358.0,MCMC,MCMC,1
134.0,MCMC,MCMC,1
485.0,MCMC,MCMC,1
151.0,MCMC,MCMC,1
899.7775,MCMC,MCMC,1
2460.4526,MCMC,MCMC,1
777.0,MCMC,MCMC,1
43.0,MCMC,MCMC,1
244.0,MCMC,MCMC,1
497.0,MCMC,MCMC,1
857.0,MCMC,MCMC,1
386.0,MCMC,MCMC,1
65.0,MCMC,MCMC,1
383.0,MCMC,MCMC,1
401.0,MCMC,MCMC,1
419.0,MCMC,MCMC,1
2663.466,MCMC,MCMC,1
633.0,MCMC,MCMC,1
90.0,MCMC,MCMC,1
774.0,MCMC,MCMC,1
9342.222,MCMC,MCMC,1
12036.873,MCMC,MCMC,1
822.0,MCMC,MCMC,1
472.0,MCMC,MCMC,1
899.0,MCMC,MCMC,1
272.62473,MCMC,MCMC,1
3727.9639,MCMC,MCMC,1
850.0,MCMC,MCMC,1
855.4767,MCMC,MCMC,1
700.0,MCMC,MCMC,1
231.0,MCMC,MCMC,1
424.0,MCMC,MCMC,1
403.0,MCMC,MCMC,1
134.0,MCMC,MCMC,1
122.0,MCMC,MCMC,1
170.0,MCMC,MCMC,1
997.0,MCMC,MCMC,1
852.0,MCMC,MCMC,1
810.0,MCMC,MCMC,1
982.0,MCMC,MCMC,1
1559.9697,MCMC,MCMC,1
890.0,MCMC,MCMC,1
2077.1013,MCMC,MCMC,1
354.0,MCMC,MCMC,1
647.0,MCMC,MCMC,1
421.0,MCMC,MCMC,1
114.0,MCMC,MCMC,1
345.13794,MCMC,MCMC,1
658.0,MCMC,MCMC,1
401.5873,MCMC,MCMC,1
738.93335,MCMC,MCMC,1
796.0,MCMC,MCMC,1
177.0,MCMC,MCMC,1
524.0,MCMC,MCMC,1
290.0,MCMC,MCMC,1
71.0,MCMC,MCMC,1
224.0,MCMC,MCMC,1
402.58774,MCMC,MCMC,1
1378.6205,MCMC,MCMC,1
698.0,MCMC,MCMC,1
981.4866,MCMC,MCMC,1
28.0,MCMC,MCMC,1
159.0,MCMC,MCMC,1
245.0,MCMC,MCMC,1
732.0,MCMC,MCMC,1
148.0,MCMC,MCMC,1
1090.8492,MCMC,MCMC,1
921.0,MCMC,MCMC,1
5641.6562,MCMC,MCMC,1
745.5953,MCMC,MCMC,1
1441.2048,MCMC,MCMC,1
395.0,MCMC,MCMC,1
872.39795,MCMC,MCMC,1
9680.212,MCMC,MCMC,1
350.0,MCMC,MCMC,1
340.0,MCMC,MCMC,1
337.0,MCMC,MCMC,1
226.6665,MCMC,MCMC,1
235.0,MCMC,MCMC,1
8867.58,MCMC,MCMC,1
6326.385,MCMC,MCMC,1
733.23627,MCMC,MCMC,1
757.0,MCMC,MCMC,1
801.0,MCMC,MCMC,1
753.0,MCMC,MCMC,1
224.0,MCMC,MCMC,1
809.0,MCMC,MCMC,1
223.0,MCMC,MCMC,1
2655.1152,MCMC,MCMC,1
52.0,MCMC,MCMC,1
4486.3735,MCMC,MCMC,1
516.0,MCMC,MCMC,1
865.7149,MCMC,MCMC,1
153.0,MCMC,MCMC,1
940.0,MCMC,MCMC,1
449.41406,MCMC,MCMC,1
497.0,MCMC,MCMC,1
176.03122,MCMC,MCMC,1
474.0,MCMC,MCMC,1
439.0,MCMC,MCMC,1
848.0,MCMC,MCMC,1
280.0,MCMC,MCMC,1
1377.9979,MCMC,MCMC,1
3366.9292,MCMC,MCMC,1
879.0,MCMC,MCMC,1
392.2269,MCMC,MCMC,1
807.0,MCMC,MCMC,1
6568.785,MCMC,MCMC,1
