tau,gamma,rho,R0,true_peak_I,pred_peak_I
0.0030827365937402236,0.9450268335479503,0.003497337550684084,0.18919962490976275,350.0,328.6761553064989
0.012431647991125162,0.9809558956767421,0.001681657895364577,0.735033640822181,168.0,159.52312204291604
0.00847497025253778,0.7611697736354768,0.005002962135713444,0.6457800764991926,500.0,487.82314838899316
0.010259833224252394,0.4028373294773065,0.008454144663295492,1.4771975769444219,845.0,831.1398482625672
0.009239211760662896,0.4265782213583888,0.009244731216851501,1.2562157543158639,924.0,912.7484789426736
0.009149062747731265,0.3699360195018401,0.008934477525684919,1.4344254449269003,893.0,849.7934139991391
0.005761210347714056,0.7529919347430666,0.0057042278499344875,0.4437633190339985,570.0,561.8553619025873
0.0005902465496839626,0.14760498944840292,0.006671590868306197,0.23193186090526322,667.0,700.3592334196046
0.00038253330377687627,0.5341992487819995,0.005529252824708756,0.04153306405736457,553.0,543.9376886466413
0.012987094046403726,0.9633198164432472,0.005037059412342097,0.7819328968779633,504.0,457.3292949471006
0.011014455151582756,0.8160773415955134,0.003650290223765435,0.7828159982273328,365.0,371.5213745972728
0.001252125765937459,0.3847896536057918,0.004768113187609633,0.18873504977026623,477.0,482.56959934564475
0.007500356665064706,0.8050255017487428,0.009939397481856958,0.5403812495737901,994.0,913.8987935952256
0.013887052525166414,0.9515644097911795,0.006580833583261075,0.8464472169954398,658.0,634.9998704549012
0.00848071654058028,0.9271714887548386,0.008345163746775163,0.5305184265472155,835.0,810.9933484357224
0.013071702584366624,0.7708887861931485,0.006738152876205033,0.9834865462724545,674.0,676.3727762994652
0.019517343843676024,0.5961294190387274,0.008581057867284858,1.8989264860616935,1710.9890964431027,1629.05860526583
0.004871940133459779,0.9440092497707114,0.0010941512430682916,0.2993323718059973,109.0,138.7225869674835
0.003173612340115787,0.3292572116305588,0.006772913014739327,0.5590447505011668,677.0,710.0780674286652
